girls_names
بغیا
بہامین
بہار
بہاور
بہاگیر
بہامین
بہامن
بہار
بہرک
بہاریں
بہیجہ
بحیرہ
بہرگی
باہی
باہیا
بہیہ
بہیجا
بہیجہ
بہجت
بہین
بحریہ
بحیره
بہشتن
بہیہ
بھیا
بہیہ
بہیہ
بہیہ
بحجہ
بہرہ مند
بیدار
بیدل
بیگی
بیگم
بیرم
بیرم
بیزا
بجالت
بجیلہ
بجلہ
بجلی
بکارہ
بکاؤلی
بکره
بخت
باخویش
بخدن
بخِت
بخیتہ
بخت
باختہ
بختاور
بختاورہ
بختیہ
بخت رسا
بخت یار
بکیرہ
بکیت
بکرہ
باکورا
بلادہ
بلخش
بالبالا
بلیغا
بلیغہ
بلیناس
بلکاتہ
بلقیس
بلقیس
بلتہ
بن
بنفسج
بنفسہا
بنفشہ
بنان
با نظیر
بندار
بندش
باندی
بندیا
بندش
بندو
بانگی
بنی خانم
بانکی
بنی
بانو
بنو
بنتیا
بنُوج
بنُک
باؤدیھ
باقیہ
باقرہ
براعا
براه
برار
براہام
براہین
برایم
برکا
بارات
بربہ
بریہ
برین
برینا
بریرہ
بریرہ
برین
برہون
بریہ
باریعت
بریقا
برین
برینا
بارندہ
بارقہ
باریراه
بریشم
بریہ
برجا
برجاء
برجیسہ
برکہ
برکہ
برکت
بارکھا
برخی
برر
بارقہ
برسالہ
برزاه
برزم
بساک
بسالت
بصارت
بساریہ
باصفا
بژنک
باسباس
بسیمہ
بصیرت
باسمہ
بشارت
بشیر
بشارت
بشاشہ
بشیرا
بشیرہ
بسیغا
بشیرہ
بشیرہ
بشمہ
بشمول
بشنین
بشری
بصیلاح
بسیمہ
بسیمہ
بثینہ
بصیرہ
بسیرہ
بزجہ
باسقہ
بسلہ
بسم
باسمہ
بسمہ
بسمہ
بسملہ
بسمت
باسنا
بصراحت
بسمہ
بصیرت
بسیط
بسیمہ
باسطہ
بسان افروز
بصُص
بطالت
بطحہ
بتہشیرا
باطیہ
باتنہ
بطنہ
بطیہ
بتول
بتولہ
بتول
بطرہ
باتریسیا
بتیر
بتول
بتیاز
بتول
بتولہ
بیاد
بیاد
بیده
بیسان
بضاعت
بازالہ
بزم آراء
بزین
بازغہ
بازغہ
بزحی
بازف
بزلہ
بزلہ
بزم آرا
بزم عالم
بزمہ
بزم افروز
بزمہ
بزمی
بذول
بزرقہ
بی بی
بیچارا
بیدا
بی بی
بیلا
بینا
بینا
بینش
بیتا
بیگانی
بیگم
بہار
بہبہا
بہلول
بہنام
بہناز
بہراض
بہرہور
بہروخ
بیگانی
بیگم
بیلا
بیضا
بنازیر
بنازیر
بینش
بیراگن
برزرا
برحی
بریہ
برجیہ
برجیس
برجیسہ
برکہ
بریار
بیشی
بطہانے
بتول
بتول
بیلہ
بزل
بی بی
بیہ
بی بی
بییبنہ
بیبسببے
بیدہ
بِختر
بلاول
بلقیس
بلقیس
بلتی
بینا
بناۃ
بنش
بینش
بنت
بینش
بنت
بیراگن
بیربل
بیسار
بشره
بشاشت
بسمہ
بسمہ
بیسمال
بسم اللہ
بسم اللہ
بیتا
بتعرل
بزیزا
بوا
بوده
بُختار
بولور
بونیتا
بوران
بوستان
بوسے
براہین
برازیہ
بریق
بوا
بدھی
بُہسیہ
بہیہ
بحجہ
بہتان
بخاری
بخدن
بخش
بختاور
بُلبُل
بلبل
بنانہ
بندیلن
بندیا
بونیتا
بنسی
بنیاد
بقیرہ
بقراط
بردبار
برکہ
بُرُ
بوروم
برزنکرش
بثینہ
بصیره
بشریٰ
بشریٰ
بسرہ
بثوال
بتھینا
بتھینا
بذل
بذلہ
کیلی
کیلی
کایتلین
کلہ
کلیانہ
کمیلہ
کنتر
کنترا
کاریمہ
کارمہ
کرمین
کرنا
کیلی
کمل
چاند
شادیا
شافیا
شفیقہ
چاغامہ
چہر زاد
چہرہ خیز
شہرزاد
چلیپا
چمن آراء
چمن گل
شمس
چمکیلی
چمپا
چنا
چنچل
چاند
چاند بی بی
چندا
چاندی
چاندنی
چندرا
چاشین
چشیدہ
چاشنی
چشمی
چہرازاد
چہرہ زادی
چیریں
چیسی
چراغ بی بی
چوج
کیرا
داجیہ
دبستان
دیما
دینہ
دفینہ
دافعیہ
دافیہ
دہاب
دیبا
دیبا
دائمہ
دائنہ
داعصہ
داعیہ
دلیہ
دلیہ
دلیہ
داما
دماس
دمیتہا
دمی
دمک
دمینا
دمسہ
دانین
دانیا
دنیاه
درخشاں
دردانہ
داریاء
داریہ
داریہ
درخشندا
درخشندہ
دروج
درّا
داره
درثمین
دریا
داثا
دشتگنی
دسیعہ
دستر
داوہا
دولتختون
داوود
ضیفہ
دیبا
دیبا
دیمہ
دیل
دلارام
دلبر
دلکش
دیما
دیناء
دیانہ
داکرہ
داکرہ
دھاکیا
دھکیہ
دُھا
ذوق
دیبا
دل آرا
دل آرام
دل افروز
دل کشا
دل شگفتہ
دل آراء
دل افروز
دلارا
دلکش
دلکشا
دل رُبا
دلشاد
دینہ
دیقرہ
دعوہ
دینہ
دجمیلا
دواء
دوحہ
دنیا
دوری
دنیا
دوحہ
دجانہ
دونيا
دنیا
دنیانا
درافشاں
درنایاب
دردانہ
دردانہ
دردانہ
دورہ
درّہ
درشہوار
دوریہ
دوریہ
دوریہ
دوریہ
احتشام
اعزالنساﺀ
عیلاف
إیمان
ایرہ
ایرہ
اعجاز
اکرام
علاہ
عیلونورا
الہام
العجہ
العشا
العزہ
المیرا
المیرا
المیریہ
المیرا
المیریہ
المیرا
المیریہ
المیریہ
المیرا
المیرا
المیرہ
الناز
امامی
إیمیلی
إما
امنہ
ایرج
ایراق
یردھوا
رنوچا
یرشوا
ارتی
یرزیشا
یرینا
رمینا
ارم
ایسا
ایثاق
ایشال
عشال
اسکندر
عیسے
عیسے
عیستا
عیستر
عیستہر
عتتے
عتتی
عتتی
عتتے
ایوا
ایوا
ایواز
عزاه
فاغھرا
فایزہ
فاخرہ
فاکیہہ
فاکرہ
فرحین
فاره
فارہہ
فاتحہ
فاطمہ
فاتین
فاتینا
فتنہ
فظل
فبیہا
فابیا
فدھیلا
فدھیلر
فضیلہ
فدہلر
فادیہ
فضیلہ
فدہیلہ
فدیا
فاضیہ
فدوا
فادیا
فایزہ
فاعئقا
فیری
فاغر
فغیرا
فاھا
فہده
فہیمہ
فہیمہ
فاہمہ
فہمت
فہما
فہیما
فہیمہ
فہمیعب
فحمدہ
فہمندہ
فائدہ
فائدہ
فیہ
فیہا
فائقا
فینن
فائقہ
فیروزہ
فیروز
فیروزہ
فیروزہ
فائزہ
فائزہ
فقیہا
فقہیہ
فخر
فاخرہ
فاخرا
فخریہ
فخریہ
فخریہ
فاختا
فاختاه
فاکہہ
فاکرہ
فلاحہ
فلک
فالکرہ
فلکی
فالقناز
فعلیہا
فالحہ
فالعینہ
فالعیشا
فنا
فنان
فانیا
فانیلہ
فنا
فقیہا
فقیہہ
فقیره
فاریل
فرح
فرحناز
فراخ
فرانگس
فارانی
فرازین
فری
فریدہ
فریدہ
فریفت
فریحہ
فارس
فارہہ
فرحانہ
فرحان
فرحانہ
فرحانہ
فرحت
فرحین
فرحین
فارہی
فرحین
فری
فارعہ
فریہ
فریبہ
فریدہ
فریدہ
فریدہ
فریحا
فارقہ
فرشت
فریزا
فریزه
فرجمند
فرخانہ
فرخندہ
فرخندے
فرخوندۂ
فرمنکم
فرناز
فرحا
فہریں
فرخ
فروا
فریال
فرزانہ
فرزان
فرزانہ
فرزانہ
فسہا
فصیحہ
فصیلہ
فاصیا
فصیحہ
فاسیا
فاصلہ
فاتح
فتاحہ
فتت
فتیحہ
فاتنہ
فاتیما
فاتن
فتحیہ
فاتحیہ
فتحیہ
فتحیہ
فاتحہ
فاتکہ
فاطمہ
فاطمی
فاطمی
فاتن
فاطنہ
فاطرہ
فتنہ
فوقیہ
فقیہ
فوزیہ
فوہا
فوزا
فوزه
فوزیہ
فوزیہ
فوزیہ
فوزیہ
فوزیہ
فوزی
فائدہ
فیہا
فینا
فیروز
فیروز
فایزا
فازا
فزین
فضیلہ
فضیلت
فزراﺀ
فظلت
فیدھا
فیعضا
فیروزہ
فضا
فہمیدہ
فیز
فیلاہ
فمیدا
فریشتہ
فرہانہ
فرحین
فرحین
فرحین
فرازیہ
فیروزہ
فروہ
فضہ
فیضہ
فددہ
فکر
فکریہ
فکریہ
فیلا
فلزا
فردوس
فردوس
فردوس
فردوس
فردوسی
فردوس
فیروزہ
فریال
فیصا
فطرت
فضا
فزا
فضاہ
فلورا
فوجن
فورام
فوروغ
فیروزن
فیروزندہ
فوزیہ
فوزیہ
فوزہن
فوزیہ
فوزیہ
فرع
فرانک
فراسستی
فراست
فراتما
فروردین
فریاشتی
فریہ
فوضی
فودیل
فکینا
فُل
فنون
فوریہ
فرت
فوریہ
فُرہت
فصیلہ
فصیلہ
فصیلہ
فوتون
جبینہ
جبریل
غالی
جمیلہ
گنیمنوئی
گنجا
گیجین بیگم
گاؤماتا
گردہ
گاوہر
جواہر
گلاره
گیتی
گیتی آفرین
گیتی آرا
غادا
غالیہ
غدہ
غدت
غادیہ
غدیرہ
غافرہ
غیبہ
غیس
غلیم
غالیہ
غالیہ
غالیہ
غمامہ
غمیس
غامزا
غمزہ
غنا
غنیمہ
غانیہ
غنیہ
غریبہ
غیری
غاشیا
غشمیرہ
غسسدک
غاتولہ
غیدہ
غیدہ
غزالہ
غزل
غزل رعنا
غزالہ
غزالہ
غضارہ
غزبیلہ
غازیہ
غازیہ
غزلہ
غیبتہ
غنا
غزلان
غدوسی
گھونچہ
غورا
غوتی
غاسقہ
غطیہ
غفیرہ
غمرہ
غنچہ
غنوہ
غرّا
غوسن
غسون
غصون
غُسن
غوشت
جہوزیہ
گیتا
گیتی
گوہر بار
گلبہار
گولی
گلنار
گلناز
گلشن
گوردیا
گرس
جرانہ
غدالپے
گبرگہ
جہکا
گیتا
گیتی
گل
گل ابر
گل افشاں
گل اندام
گل انداز
گل عذار
گل چہرہ
گل جان
گل خندہ
گل مہتاب
گل نین
گل نسرین
گل رہنا
گل رو
گل صنوبر
گل شگفتہ
گلاب
گلاب
گلالہ
گلالی
گلالی
گلبدن
گلباشم
گلدین
گلیں
گل گونہ
گلنار
گلنار
گلستان
گل جان
گلجانہ
گلنار
گلناز
گل ریز
گل رنگ
گلریز
گلرخ
گلثانہ
گلشن
گلشن آرا
گلزار
گلزار
جوزیدا
جوزینہ
ہادیہ
ہادیہ
حافظہ
ہاجر
ہاجرہ
ہالا
حالہ
حالمہ
حامدہ
ہانیہ
حارتھہ
حباب
حبابہ
حباشیہ
حبیبہ
حبیقہ
حبیبہ
حبیبہ
حبیبہ
حبلہ
حبور
حبوس
حادہ
ہدایت
ہدباء
ہدیل
ہادیہ
ہادیہ
حدیل
حدیقہ
ہدیہ
ہادیہ
ہدایہ
ہدیا
حیدا
ہائیدہ
حافہ
حفیظہ
حفاف
حفیدہ
حفیظ
حافظہ
حافرہ
حفص
حفصہ
حفصہ
حفتھاہ
ہگار
هاجر
حیدہ
ہائلہ
حیفہ
ہیجمن
ہائمہ
حائقہ
ہاجہ
حجر
حاجرا
حاجبہ
ہاجلہ
ہاجرہ
حاجہ
حاجنا
حاجرہ
حجرہ
حاجون
حکیما
حکیمہ
حاکمہ
ہالہ
حلیفہ
حلیمہ
ہلہ
حالیا
حلیفہ
حلیمہ
حلیمہ
ہلیت
حمادہ
حمیرا
حمالہ
حمامہ
حماطہ
حمایت
ہمدہ
حمدیہ
حمیدہ
حمیدہ
حمیت
حامدہ
حامدہ
حمیدہ
حمادہ
حمنا
حمنہ
حمرا
حمراء
حناع
ہانم
حنان
حنیفہ
حنفہ
ہانیہ
ہانیہ بانو
حنیفہ
حنیفہ
حنینا
ہانیہ
ہنیہ
حنا
حنتمہ
ہنیم
حقیکہ
حقیقت
حرام
ہاربہ
حارث
حریصہ
حرمہ
ہارونہ
حارثہ
ہارُنی
ہروسپاگاہ
حسال
حسن
حسنا
حسنات
حسیمہ
حسینہ
حسیناه
حاشا
ہشل
ہاشمہ
حسیبہ
حسیبہ
حصیفہ
حصیفہ
حسینہ
حسینہ
حسن خیز
حُسنہ
حسنہ
حسانا
حسّنہ
ہستی
ہستی
ہتیفی
حؤبا
حجامت
حاویہ
حوا
حودہ
حوازن
حویہ
حولا
حورہ
ہایہ
ہیام
حیا
حیام
حیات
حاید
حیت
حیفا
حیی
حایره
حاید
حذافہ
ہضیم
حازیہ
حزیمہ
حزیمہ
حاذقہ
ہزیرہ
ہزیرہ بانو
حذفہ
حبا
حبرحبا
حدایا
هدیہ
حیلہ
ہیما
حنا
ہیر
حلی
حیلینا
حیلیمہ
ہنگامہ
حنا
حیصا
ہستر
ہیشتر
ہتتی
ہتتے
حیام
ہیام
ہبہ
ہیبت اللہ
حیبہ
حیبہ
ہدا
حدیہ
حیجاب
حجرہ
حکمہ
ہل
حیلا
حنا
حنا
ہندہ
حنا
حرا
حیره
ہرکل
ہتتی
حیا
حامیہ
ہودہ
حُما
حودا
حور
حوریہ
حوریہ
حریہ
حوریہ
ہُرمت
حود
حوری
حویام
ہبیرہ
حبیشہ
حبوئی
حدن
حجمہ
حجیمہ
حجیرہ
حیکمہ
حلوه
حولیہ
ہما
حُما
حمیدہ
حملہ
حمیرا
حمیراء
حمیرہ
حمیده
حمیرہ
حمنہ
حمرا
حنیدہ
ہونیدہ
ہنس
حرہ
ہریرا
ہروا
ہریرہ
حوریہ
حوریہ
حُریہ
حرمت
حوریہ
حساما
حسین
حسینی
حُسن
حسینہ
حسی
حشیما
حُسن
حسن آرا
حسن صبیح
حسنہ
حسنیٰ
حسنیہ
حسینیہ
حوتاف
حوده
حوٰدہ
حظوظ
لمر
اعانت
عبدہ
عبالہ
عبدا
ابرار
عبره
إبریز
ابتہاج
ابتسام
ابتدا
ابتہاج
ابتہال
ابتہل
ابتسام
إبتسم
ابتسام
ادالہ
ادالکہ
عدہر
عائشہ
عائشہ
عائشہ
عائشہ
عیشا
عیشاہ
عیشیا
عیشیاہ
عیشاہ
اینا
عیشا
عیشا
عیشاہ
عیطا
عفا
ایفہ
افلاح
افرہ
افراح
افصاہ
فتنا
اغلا
إیحاء
احزم
ایجاب
اعجاز
جلیہ
إکلیل
الہام
الہام
علم
الماظ
السا
الطاف
امتیتھال
امالہ
ایمان
امانت
امداد
املاء
عمرانہ
امروزیہ
امتھیتھال
امتیاز
امتحال
إمتنان
امتثال
إمتثال
امتیھال
انعام
انعام
انعامیہ
عنان
انس
عنایا
عنایہ
انبازی
انبساط
عندلہ
انجاح
انجلا
انجلا
إنسیہ
انتہا
انتخاب
انتصار
انتصار
انتصارہ
انتظار
انتظارہ
اقالہ
اقامت
اقامتی
اقالہ
إقامت
اقدم
یقلص
اقراﺀ
اقراء
اقرار
اقتدار
ایراق
إرادت
ارج
ارم
ایران
ایران
یریم
عرفانہ
ارینا
ارم
ارشاد
ارضہ
یساف
یسار
عشا
عشنا
اشہر
إشراق
عشرت
اشتیاق
إسما
إسمح
عصمت
اسمی
اسمی
اثنا
اسود
إسراء
اشفاق
اسرار
إستبرق
اثوہ
اسیاف
عتاب
عطف
عطہر
عتدال
عطرت
عترت
ایالت
ایانا
ایزاد
ازاحت
عزز
ازدیہار
اذفیرین
عزیزہ
عظمہ
اذما
عزہ
عزت
ازمہ
جان
جبالہ
جباره
جبیں
جبیرہ
جدا
جدی
جدیدہ
جدوہ
جائدا
جہاں
جہاں
جہان آرا
جہان خاتون
جہاں آرا
جہاں باں
جہدمہ
جحمیللہ
جائی
جیدا
جیدے
جائشہ
جائی یانہ
جلاء
جلدہ
جلیلہ
جلیس
جلیسہ
جلیلہ
جلیلہ
جلنار
جالسان
جالوا
جمائما
جمال
جمالہ
جمانہ
جمیلہ
جمیرہ
جمیع
جمیلہ
جمیلہ
